'330000','浙江省','10',
'210304','辽宁省鞍山市立山区','210304',
'210311','辽宁省鞍山市千山区','210311',
'210321','辽宁省鞍山市台安县','210321',
'210323','辽宁省鞍山市岫岩满族自治县','210323',
'210381','辽宁省鞍山市海城市','210381',
'210400','辽宁省抚顺市','2104',
'210401','辽宁省抚顺市市辖区','210401',
'210402','辽宁省抚顺市新抚区','210402',
'210403','辽宁省抚顺市东洲区','210403',
'210404','辽宁省抚顺市望花区','210404',
'210411','辽宁省抚顺市顺城区','210411',
'210421','辽宁省抚顺市抚顺县','210421',
'210422','辽宁省抚顺市新宾满族自治县','210422',
'210423','辽宁省抚顺市清原满族自治县','210423',
'210500','辽宁省本溪市','2105',
'210501','辽宁省本溪市市辖区','210501',
'210502','辽宁省本溪市平山区','210502',
'210503','辽宁省本溪市溪湖区','210503',
'210504','辽宁省本溪市明山区','210504',
'210505','辽宁省本溪市南芬区','210505',
'210521','辽宁省本溪市本溪满族自治县','210521',
'210522','辽宁省本溪市桓仁满族自治县','210522',
'210600','辽宁省丹东市','2106',
'210601','辽宁省丹东市市辖区','210601',
'210602','辽宁省丹东市元宝区','210602',
'210603','辽宁省丹东市振兴区','210603',
'210604','辽宁省丹东市振安区','210604',
'210624','辽宁省丹东市宽甸满族自治县','210624',
'210681','辽宁省丹东市东港市','210681',
'210682','辽宁省丹东市凤城市','210682',
'210700','辽宁省锦州市','2107',
'210701','辽宁省锦州市市辖区','210701',
'210702','辽宁省锦州市古塔区','210702',
'210703','辽宁省锦州市凌河区','210703',
'210711','辽宁省锦州市太和区','210711',
'210726','辽宁省锦州市黑山县','210726',
'210727','辽宁省锦州市义县','210727',
'210781','辽宁省锦州市凌海市','210781',
'210782','辽宁省锦州市北镇市','210782',
'210800','辽宁省营口市','2108',
'210801','辽宁省营口市市辖区','210801',
'210802','辽宁省营口市站前区','210802',
'210803','辽宁省营口市西市区','210803',
'210804','辽宁省营口市鲅鱼圈区','210804',
'210811','辽宁省营口市老边区','210811',
'210881','辽宁省营口市盖州市','210881',
'210882','辽宁省营口市大石桥市','210882',
'210900','辽宁省阜新市','2109',
'210901','辽宁省阜新市市辖区','210901',
'210902','辽宁省阜新市海州区','210902',
'210903','辽宁省阜新市新邱区','210903',
'210904','辽宁省阜新市太平区','210904',
'210905','辽宁省阜新市清河门区','210905',
'210911','辽宁省阜新市细河区','210911',
'210921','辽宁省阜新市阜新蒙古族自治县','210921',
'210922','辽宁省阜新市彰武县','210922',
'211000','辽宁省辽阳市','2110',
'211001','辽宁省辽阳市市辖区','211001',
'211002','辽宁省辽阳市白塔区','211002',
'211003','辽宁省辽阳市文圣区','211003',
'211004','辽宁省辽阳市宏伟区','211004',
'211005','辽宁省辽阳市弓长岭区','211005',
'211011','辽宁省辽阳市太子河区','211011',
'211021','辽宁省辽阳市辽阳县','211021',
'211081','辽宁省辽阳市灯塔市','211081',
'211100','辽宁省盘锦市','2111',
'211101','辽宁省盘锦市市辖区','211101',
'211102','辽宁省盘锦市双台子区','211102',
'211103','辽宁省盘锦市兴隆台区','211103',
'211121','辽宁省盘锦市大洼县','211121',
'211122','辽宁省盘锦市盘山县','211122',
'211200','辽宁省铁岭市','2112',
'211201','辽宁省铁岭市市辖区','211201',
'211202','辽宁省铁岭市银州区','211202',
'211204','辽宁省铁岭市清河区','211204',
'211221','辽宁省铁岭市铁岭县','211221',
'211223','辽宁省铁岭市西丰县','211223',
'211224','辽宁省铁岭市昌图县','211224',
'211281','辽宁省铁岭市调兵山市','211281',
'211282','辽宁省铁岭市开原市','211282',
'211300','辽宁省朝阳市','2113',
'211301','辽宁省朝阳市市辖区','211301',
'211302','辽宁省朝阳市双塔区','211302',
'211303','辽宁省朝阳市龙城区','211303',
'211321','辽宁省朝阳市朝阳县','211321',
'211322','辽宁省朝阳市建平县','211322',
'211324','辽宁省朝阳市喀喇沁左翼蒙古族自治县','211324',
'211381','辽宁省朝阳市北票市','211381',
'211382','辽宁省朝阳市凌源市','211382',
'211400','辽宁省葫芦岛市','2114',
'211401','辽宁省葫芦岛市市辖区','211401',
'211402','辽宁省葫芦岛市连山区','211402',
'211403','辽宁省葫芦岛市龙港区','211403',
'211404','辽宁省葫芦岛市南票区','211404',
'211421','辽宁省葫芦岛市绥中县','211421',
'211422','辽宁省葫芦岛市建昌县','211422',
'211481','辽宁省葫芦岛市兴城市','211481',
'220000','吉林省','22',
'220100','吉林省长春市','2201',
'220101','吉林省长春市市辖区','220101',
'220102','吉林省长春市南关区','220102',
'220103','吉林省长春市宽城区','220103',
'220104','吉林省长春市朝阳区','220104',
'220105','吉林省长春市二道区','220105',
'220106','吉林省长春市绿园区','220106',
'220112','吉林省长春市双阳区','220112',
'220113','吉林省长春市九台区','220113',
'220122','吉林省长春市农安县','220122',
'220182','吉林省长春市榆树市','220182',
'220183','吉林省长春市德惠市','220183',
'220200','吉林省吉林市','2202',
'220201','吉林省吉林市市辖区','220201',
'220202','吉林省吉林市昌邑区','220202',
'220203','吉林省吉林市龙潭区','220203',
'220204','吉林省吉林市船营区','220204',
'220211','吉林省吉林市丰满区','220211',
'220221','吉林省吉林市永吉县','220221',
'220281','吉林省吉林市蛟河市','220281',
'220282','吉林省吉林市桦甸市','220282',
'220283','吉林省吉林市舒兰市','220283',
'220284','吉林省吉林市磐石市','220284',
'220300','吉林省四平市','2203',
'220301','吉林省四平市市辖区','220301',
'220302','吉林省四平市铁西区','220302',
'220303','吉林省四平市铁东区','220303',
'220322','吉林省四平市梨树县','220322',
'220323','吉林省四平市伊通满族自治县','220323',
'220381','吉林省四平市公主岭市','220381',
'220382','吉林省四平市双辽市','220382',
'220400','吉林省辽源市','2204',
'220401','吉林省辽源市市辖区','220401',
'220402','吉林省辽源市龙山区','220402',
'220403','吉林省辽源市西安区','220403',
'220421','吉林省辽源市东丰县','220421',
'220422','吉林省辽源市东辽县','220422',
'220500','吉林省通化市','2205',
'220501','吉林省通化市市辖区','220501',
'220502','吉林省通化市东昌区','220502',
'220503','吉林省通化市二道江区','220503',
'220521','吉林省通化市通化县','220521',
'220523','吉林省通化市辉南县','220523',
'220524','吉林省通化市柳河县','220524',
'220581','吉林省通化市梅河口市','220581',
'220582','吉林省通化市集安市','220582',
'220600','吉林省白山市','2206',
'220601','吉林省白山市市辖区','220601',
'220602','吉林省白山市浑江区','220602',
'220605','吉林省白山市江源区','220605',
'220621','吉林省白山市抚松县','220621',
'220622','吉林省白山市靖宇县','220622',
'220623','吉林省白山市长白朝鲜族自治县','220623',
'220681','吉林省白山市临江市','220681',
'220700','吉林省松原市','2207',
'220701','吉林省松原市市辖区','220701',
'220702','吉林省松原市宁江区','220702',
'220721','吉林省松原市前郭尔罗斯蒙古族自治县','220721',
'220722','吉林省松原市长岭县','220722',
'220723','吉林省松原市乾安县','220723',
'220724','吉林省松原市扶余县','220724',
'220800','吉林省白城市','2208',
'220801','吉林省白城市市辖区','220801',
'220802','吉林省白城市洮北区','220802',
'220821','吉林省白城市镇赉县','220821',
'220822','吉林省白城市通榆县','220822',
'220881','吉林省白城市洮南市','220881',
'220882','吉林省白城市大安市','220882',
'222400','吉林省延边朝鲜族自治州','2224',
'222401','吉林省延边朝鲜族自治州延吉市','222401',
'222402','吉林省延边朝鲜族自治州图们市','222402',
'222403','吉林省延边朝鲜族自治州敦化市','222403',
'222404','吉林省延边朝鲜族自治州珲春市','222404',
'222405','吉林省延边朝鲜族自治州龙井市','222405',
'222406','吉林省延边朝鲜族自治州和龙市','222406',
'222424','吉林省延边朝鲜族自治州汪清县','222424',
'222426','吉林省延边朝鲜族自治州安图县','222426',
'230000','黑龙江省','23',
'230100','黑龙江省哈尔滨市','2301',
'230101','黑龙江省哈尔滨市市辖区','230101',
'230102','黑龙江省哈尔滨市道里区','230102',
'230103','黑龙江省哈尔滨市南岗区','230103',
'230104','黑龙江省哈尔滨市道外区','230104',
'230108','黑龙江省哈尔滨市平房区','230108',
'230109','黑龙江省哈尔滨市松北区','230109',
'230110','黑龙江省哈尔滨市香坊区','230110',
'230111','黑龙江省哈尔滨市呼兰区','230111',
'230112','黑龙江省哈尔滨市阿城区','230112',
'230123','黑龙江省哈尔滨市依兰县','230123',
'230124','黑龙江省哈尔滨市方正县','230124',
'230125','黑龙江省哈尔滨市宾县','230125',
'230126','黑龙江省哈尔滨市巴彦县','230126',
'230127','黑龙江省哈尔滨市木兰县','230127',
'230128','黑龙江省哈尔滨市通河县','230128',
'230129','黑龙江省哈尔滨市延寿县','230129',
'230182','黑龙江省哈尔滨市双城市','230182',
'230183','黑龙江省哈尔滨市尚志市','230183',
'230184','黑龙江省哈尔滨市五常市','230184',
'230200','黑龙江省齐齐哈尔市','2302',
'230201','黑龙江省齐齐哈尔市市辖区','230201',
'230202','黑龙江省齐齐哈尔市龙沙区','230202',
'230203','黑龙江省齐齐哈尔市建华区','230203',
'230204','黑龙江省齐齐哈尔市铁锋区','230204',
'230205','黑龙江省齐齐哈尔市昂昂溪区','230205',
'230206','黑龙江省齐齐哈尔市富拉尔基区','230206',
'230207','黑龙江省齐齐哈尔市碾子山区','230207',
'230208','黑龙江省齐齐哈尔市梅里斯达斡尔族区','230208',
'230221','黑龙江省齐齐哈尔市龙江县','230221',
'230223','黑龙江省齐齐哈尔市依安县','230223',
'230224','黑龙江省齐齐哈尔市泰来县','230224',
'230225','黑龙江省齐齐哈尔市甘南县','230225',
'230227','黑龙江省齐齐哈尔市富裕县','230227',
'230229','黑龙江省齐齐哈尔市克山县','230229',
'230230','黑龙江省齐齐哈尔市克东县','230230',
'230231','黑龙江省齐齐哈尔市拜泉县','230231',
'230281','黑龙江省齐齐哈尔市讷河市','230281',
'230300','黑龙江省鸡西市','2303',
'230301','黑龙江省鸡西市市辖区','230301',
'230302','黑龙江省鸡西市鸡冠区','230302',
'230303','黑龙江省鸡西市恒山区','230303',
'230304','黑龙江省鸡西市滴道区','230304',
'230305','黑龙江省鸡西市梨树区','230305',
'230306','黑龙江省鸡西市城子河区','230306',
'230307','黑龙江省鸡西市麻山区','230307',
'230321','黑龙江省鸡西市鸡东县','230321',
'230381','黑龙江省鸡西市虎林市','230381',
'230382','黑龙江省鸡西市密山市','230382',
'230400','黑龙江省鹤岗市','2304',
'230401','黑龙江省鹤岗市市辖区','230401',
'230402','黑龙江省鹤岗市向阳区','230402',
'230403','黑龙江省鹤岗市工农区','230403',
'230404','黑龙江省鹤岗市南山区','230404',
'230405','黑龙江省鹤岗市兴安区','230405',
'230406','黑龙江省鹤岗市东山区','230406',
'230407','黑龙江省鹤岗市兴山区','230407',
'230421','黑龙江省鹤岗市萝北县','230421',
'230422','黑龙江省鹤岗市绥滨县','230422',
'230500','黑龙江省双鸭山市','2305',
'230501','黑龙江省双鸭山市市辖区','230501',
